< test(1) >
241 392 729
108 944 859
951 412 217
692 424 702
401 619 15
500 537 154
507 456 258
852 952 99
249 273 735
404 461 254
693 669 617
265 975 692
100 227 462
127 484 365
952 124 878
542 457 328
629 646 53
365 812 107
708 25 508
774 215 823
948 670 582
537 224 388
853 601 802
1 874 302
794 419 393
987 159 885
990 889 73
784 289 917
527 943 349
478 174 252
426 616 987
956 148 111
740 748 892
270 561 459
857 909 487
344 497 882
113 133 326
819 861 315
749 89 925
838 439 569
816 737 368
713 272 125
188 672 372
48 204 466
956 858 223
879 711 812
35 775 465
178 744 254
394 144 127
304 972 702
703 745 873
250 817 364
743 289 915
121 644 76
432 346 629
393 624 70
5 813 516
822 320 785
501 110 488
510 41 755
222 872 545
640 25 610
401 466 862
48 895 841
223 616 517
179 968 510
160 364 217
70 897 113
1 902 78
156 8 934
71 433 534
369 687 232
847 938 142
81 434 103
120 975 191
510 478 175
407 478 402
122 201 615
829 552 190
593 363 216
588 429 53
309 384 448
700 832 65
760 959 938
856 74 701
194 901 20
46 361 336
896 378 137
988 381 333
432 934 823
838 560 294
578 362 886
450 894 745
88 363 126
991 846 592
658 385 95
226 778 553
215 856 673
62 483 746
399 183 638
368 395 508
796 66 243
247 760 364
304 984 32
203 698 523
45 254 72
125 344 561
930 781 43
886 208 293
410 136 411
701 866 909
234 187 321
58 878 863
69 52 546
911 964 569
14 573 367
410 760 489
809 968 829
244 78 499
206 668 748
658 103 383
200 709 31
455 143 351
697 172 495
3 444 682
467 139 866
307 60 745
727 959 572
56 975 61
691 202 464
630 173 172
801 534 332
76 920 344
654 381 384
523 649 781
886 642 46
104 263 796
179 297 308
813 427 257
791 178 147
364 445 41
338 768 561
385 486 995
29 970 455
520 271 248
607 420 387
828 574 338
952 36 707
248 85 687
957 983 39
386 171 698
480 795 758
442 289 316
970 535 907
102 216 857
85 864 851
618 357 245
14 704 306
497 210 285
740 281 571
910 842 444
122 711 337
908 114 795
144 743 452
463 209 128
236 30 148
504 680 504
866 266 759
783 528 653
719 368 719
909 904 424
651 800 452
165 111 959
505 923 67
558 239 304
317 634 933
273 947 446
202 419 262
655 684 929
145 644 732
950 379 849
10 952 967
501 218 919
75 230 876
447 354 183
982 155 109
268 43 273
26 583 754
759 716 155
244 56 697
729 876 387
771 909 70
636 773 793
744 499 265
926 690 517
716 455 174
845 932 779
694 407 287
489 864 254
109 596 497
890 792 507
392 685 363
748 879 155
593 819 379
508 955 801
296 154 370
884 608 689
249 191 758
711 582 151
479 456 663
126 577 818
302 957 370
560 264 14
293 334 494
410 399 318
527 688 506
76 487 450
750 998 809
582 968 277
831 986 886
768 56 765
269 197 524
806 228 263
822 810 57
951 594 943
411 983 757
316 556 330
933 418 540
487 788 221
910 793 352
56 902 764
982 629 903
429 434 499
198 894 298
211 279 701
355 304 187
872 122 105
605 12 124
298 885 853
533 160 283
860 71 491
175 73 44
20 904 950
895 46 550
359 578 357
407 265 447
526 682 90
708 218 789
601 277 34
540 812 520
251 446 216
806 959 520
897 762 663
759 78 78
908 30 667
669 492 684
382 267 323
237 618 702
179 295 313
147 121 497
332 436 179
944 791 967
504 636 10
798 454 56
387 8 334
393 979 862
986 851 444
875 176 574
729 169 241
549 909 249
604 345 365
543 349 822
129 350 641
203 25 520
574 508 558
281 722 366
971 45 651
254 814 78
147 973 87
68 80 8
853 80 834
844 551 529
281 116 834
800 934 546
756 227 457
784 475 250
440 56 428
572 217 210
556 491 868
723 346 514
569 206 490
931 869 903
249 217 882
679 654 35
437 655 941
865 578 589
7 944 362
474 770 183
344 813 688
183 438 415
124 116 633
285 349 192
579 524 88

------ INPUT END --------
------ ANSWER START -----
563951

------ ANSWER END -------
< test(29) >
------ INPUT START ------
723
588 178 576
835 579 438
362 745 219
680 880 545
197 715 670
660 873 769
239 571 696
736 217 690
225 91 883
764 845 619
395 17 527
426 392 290
469 157 919
274 261 94
119 775 683
858 670 544
515 398 88
452 562 256
916 270 534
143 717 133
803 182 335
641 955 229
766 728 608
999 505 209
384 291 749
625 406 300
800 69 663
755 909 180
633 669 74
129 996 752
245 983 570
656 379 402
1000 793 373
693 195 494
825 786 11
117 506 835
134 666 14
997 951 300
884 519 370
897 48 667
273 653 594
915 339 941
35 875 190
230 766 525
899 277 397
749 556 329
42 250 273
458 169 332
61 634 635
965 158 197
955 411 950
650 40 30
494 116 697
82 450 903
587 68 391
719 296 85
776 58 21
418 412 619
891 672 326
424 377 237
439 676 801
718 924 820
688 163 402
435 145 502
700 260 854
227 435 903
51 178 820
451 253 800
399 867 180
227 241 684
195 563 503
356 312 141
936 504 905
892 205 346
794 442 701
260 480 425
3 894 465
970 61 683
586 671 252
878 676 609
836 988 358
352 15 728
932 19 579
480 462 459
477 851 41
407 741 728
597 758 697
862 685 705
564 169 46
282 665 328
187 868 134
433 316 935
143 757 92
661 845 474
680 911 771
736 21 618
759 157 659
433 764 460
469 456 83
43 621 654
53 103 965
643 240 295
725 879 641
77 881 612
187 717 645
962 291 354
668 757 714
91 661 221
478 652 390
527 883 675
465 533 296
20 842 608
767 486 443
704 400 48
448 280 337
158 770 918
834 246 474
269 188 791
132 62 265
470 549 875
578 426 366
354 639 865
352 395 599
121 857 200
395 163 209
41 265 226
165 268 520
834 939 218
597 983 648
139 167 433
390 476 983
671 430 310
652 230 28
558 246 93
574 514 536
586 393 719
286 900 756
923 680 533
207 313 104
744 225 276
151 130 221
646 562 190
371 766 161
571 601 720
488 468 301
915 834 480
680 496 317
920 741 604
645 194 225
88 63 140
142 959 679
810 703 902
133 101 268
120 624 90
295 496 806
40 36 113
396 39 953
727 2 954
512 414 532
608 390 168
879 540 149
561 708 898
672 545 570
845 837 655
656 512 134
862 227 233
300 622 759
988 795 593
585 589 180
398 797 934
621 186 66
238 567 153
766 733 798
143 27 405
573 349 293
513 519 296
55 850 505
358 7 123
515 133 41
531 845 6
204 144 455
780 630 364
359 311 767
315 671 484
631 796 69
242 811 877
555 952 978
356 280 925
882 135 499
620 884 463
710 190 676
911 982 955
242 415 886
309 511 347
919 865 819
215 316 554
994 95 487
211 551 183
638 63 343
800 892 549
877 877 940
30 915 946
423 61 938
97 661 839
806 102 252
365 153 759
274 636 652
657 80 128
939 918 869
612 754 809
631 419 899
799 698 847
998 1000 304
904 60 835
272 939 205
535 142 898
574 527 940
853 200 723
499 709 529
499 757 711
221 75 69
207 195 468
847 416 928
711 549 901
148 943 974
86 256 892
308 616 832
933 465 127
962 419 718
379 18 796
844 867 113
788 995 902
83 469 777
787 65 427
265 115 743
407 818 359
944 869 766
898 334 495
100 436 815
591 704 601
104 930 139
475 101 306
890 89 542
248 359 773
655 655 958
395 827 320
212 916 97
54 738 409
234 101 478
554 530 469
929 282 211
756 890 806
969 175 115
570 260 741
120 634 909
764 457 324
413 295 192
133 673 756
597 895 930
982 604 400
87 598 729
793 673 589
947 32 861
655 196 964
970 159 166
81 494 256
295 165 201
909 528 397
723 455 248
598 761 3
578 673 334
586 333 725
533 289 287
459 971 806
381 250 889
997 30 404
654 594 681
545 225 745
581 291 681
395 167 984
519 895 653
861 18 343
209 312 32
974 560 289
236 148 421
834 157 745
490 428 517
995 801 273
30 661 201
876 396 356
698 675 401
446 577 430
669 991 215
475 860 506
439 498 874
569 971 691
826 846 320
814 653 323
781 194 641
528 887 578
157 618 631
158 975 285
762 289 685
376 626 561
158 924 578
250 669 902
198 773 494
28 246 301
329 833 257
530 839 376
237 325 573
506 628 96
726 240 204
407 204 830
64 614 855
681 869 920
809 469 385
415 450 179
30 798 160
34 410 962
36 417 36
419 617 997
984 130 806
598 195 495
457 154 615
643 983 228
333 124 730
195 301 678
52 60 961
241 855 70
994 740 584
852 820 378
859 577 414
888 377 826
188 214 581
654 928 341
114 93 293
111 122 169
282 99 745
184 134 524
479 172 218
944 121 602
520 598 437
134 168 454
102 125 57
29 170 80
411 487 20
264 767 451
742 113 949
301 382 287
595 858 44
271 165 569
719 963 664
713 309 973
549 323 816
200 251 547
654 578 756
148 437 759
113 692 385
976 255 451
514 744 817
587 418 531
659 478 514
44 182 541
439 456 122
110 344 338
696 175 39
346 531 614
736 687 856
793 412 915
920 884 836
674 649 547
433 65 241
495 259 351
839 52 729
635 955 717
223 889 230
682 301 447
22 607 804
339 157 990
966 588 894
803 477 296
934 125 388
924 683 975
304 983 542
773 762 32
631 184 22
34 967 760
524 667 489
938 674 730
71 611 575
416 585 348
869 799 42
966 430 588
464 344 504
357 897 648
254 953 498
373 531 214
87 285 414
528 54 679
314 575 535
670 454 534
439 79 317
572 215 937
64 757 122
543 671 152
434 756 527
188 729 511
89 335 495
326 623 465
889 513 648
589 986 57
230 958 222
780 180 68
829 354 100
182 737 513
619 327 295
692 733 317
680 65 65
956 79 30
586 386 665
876 723 527
82 338 168
980 413 86
144 212 84
282 311 218
872 751 266
162 15 322
53 896 726
14 686 276
569 96 35
779 823 143
751 248 836
234 866 685
565 652 21
630 807 883
291 898 221
809 436 288
239 911 193
46 691 597
196 939 840
247 159 281
487 758 833
375 765 354
664 852 972
925 559 654
443 983 218
193 37 930
615 529 371
682 891 427
312 790 178
274 140 871
491 357 900
310 916 859
591 921 399
792 690 145
424 853 618
920 975 256
661 306 471
175 600 574
142 485 862
557 335 177
604 921 313
232 45 150
499 559 208
636 478 455
92 547 821
599 998 966
967 136 371
64 120 818
647 393 785
376 840 826
449 315 166
522 837 482
422 762 230
483 903 120
16 454 711
378 255 210
868 681 881
978 548 58
416 197 140
732 952 994
123 611 943
133 80 345
951 411 529
942 498 392
65 737 190
243 330 856
666 383 636
700 558 179
583 816 309
941 171 747
706 718 188
82 292 651
526 283 215
647 145 251
932 372 521
157 693 117
819 919 943
220 156 444
623 274 861
915 916 5
674 597 271
188 420 903
772 765 243
766 522 183
723 91 731
496 733 670
732 896 699
506 632 37
588 325 971
933 735 743
843 410 790
718 331 118
492 39 887
54 166 806
214 694 457
119 468 587
217 284 619
965 885 904
334 494 853
731 331 304
897 108 614
811 169 180
84 548 264
673 447 719
309 918 970
378 315 482
856 421 543
500 291 436
349 39 91
168 424 678
707 601 354
69 844 587
832 439 749
680 187 462
103 37 169
947 150 82
500 163 852
923 83 653
153 848 62
372 877 226
436 303 964
529 210 239
471 381 467
622 408 831
878 579 792
100 275 698
772 342 534
32 733 653
411 654 434
131 580 18
684 711 623
290 479 73
803 268 260
754 904 325
562 421 546
56 608 572
47 986 755
263 285 560
53 653 863
281 178 795
298 299 896
867 932 714
347 191 763
851 87 893
987 734 835
762 806 53
165 160 58
451 387 787
370 502 216
456 461 873
97 491 617
851 604 333
961 212 262
49 751 21
705 999 30
545 960 418
173 825 2
24 165 368
793 390 533
443 826 133
892 267 415
129 499 304
320 151 997
190 561 994
806 704 849
554 834 244
130 469 381
664 300 17
89 710 590
833 482 556
438 914 946
82 535 503
722 773 387
662 77 390
557 792 607
104 386 776
932 952 833
81 810 909
9 955 117
986 630 458
25 737 88
287 884 50
396 856 240
241 733 168
870 654 678
40 445 400
396 266 257
258 88 466
415 968 71
554 595 33
523 849 684
686 507 456
493 206 827
298 623 310
444 70 378
423 371 237
533 948 807
394 960 137
464 254 905
842 673 48
987 977 353
730 605 572
753 528 767
700 447 179
146 532 299
667 20 603
353 161 293
935 881 333
225 821 798
498 773 70
138 458 737
731 996 611
578 115 807
12 717 226
268 627 345
350 309 40
612 974 327
38 926 226
829 370 678
528 245 782
725 285 958
261 332 386
796 765 224
89 588 284
106 541 213
886 474 825
372 56 863
290 47 850
147 107 255
501 191 316
945 609 937
497 878 62
116 840 160
123 844 736
185 238 563
415 407 20
36 407 773
825 805 437
567 428 553
850 716 99
67 371 587
293 615 602
872 96 376
463 475 747
77 966 772
126 522 916
633 643 423
411 677 891
812 523 533
307 716 924
876 125 376
586 221 146
856 291 666
471 466 468
494 444 367
26 178 895
950 348 574
796 768 164
341 432 375
124 32 974
194 179 901
417 828 750
770 400 638
875 319 595
851 536 669
288 332 583
327 812 591
609 750 676
941 903 120
172 537 638
398 82 438
168 807 782
577 942 377
755 266 159
129 47 640
16 728 523
28 991 755
184 378 146
65 328 287
533 620 751
617 713 320
842 895 700
660 806 953
174 227 326
707 753 686
965 21 291
132 448 994
240 497 765
760 418 539
861 96 921
428 533 187
248 170 74
847 948 619
615 259 40
267 682 867
831 268 322
137 948 237
828 910 336
54 107 545
730 833 219
269 830 627

------ INPUT END --------
------ ANSWER START -----
504319

------ ANSWER END -------
< test(30) >
------ INPUT START ------
257
455 113 685
113 424 524
374 770 457
135 709 99
751 506 357
173 130 410
152 116 973
258 331 103
315 635 60
426 933 217
978 890 689
264 580 474
517 677 830
138 982 872
327 812 773
918 956 613
563 564 397
403 977 739
921 2 77
424 401 115
376 784 845
542 192 924
407 201 533
716 393 598
395 635 358
247 952 851
178 421 873
363 781 618
829 864 65
254 381 194
611 356 884
862 329 620
487 531 98
543 417 863
653 932 462
442 463 967
997 572 732
428 677 14
238 741 502
28 633 473
633 334 395
93 374 982
147 609 70
882 925 706
247 335 256
966 168 382
125 6 994
278 284 237
184 620 204
370 473 859
280 15 210
940 439 368
566 595 693
550 274 474
156 733 584
48 253 771
744 347 470
589 366 253
548 499 645
288 832 353
571 714 468
60 783 2
929 24 150
716 771 17
475 995 623
878 20 688
337 26 355
221 227 390
566 354 864
891 561 172
985 387 860
349 959 930
729 456 829
519 722 446
777 234 973
601 493 566
616 492 926
905 301 186
124 913 257
126 800 309
743 574 931
459 809 654
374 732 106
233 960 346
571 100 818
725 597 879
496 65 685
23 391 725
46 476 385
269 928 154
988 341 917
198 188 491
637 843 707
869 215 958
900 336 891
687 671 702
580 63 851
808 959 808
88 147 388
718 331 853
694 550 67
936 860 245
668 343 264
818 383 831
142 353 780
242 687 310
363 218 56
227 793 274
208 649 590
54 941 620
532 257 763
489 222 949
986 70 863
750 331 603
311 38 282
349 108 147
943 237 651
64 357 672
221 917 85
250 412 750
419 924 268
463 768 728
222 692 195
776 125 979
571 883 727
726 497 380
955 362 633
156 134 889
940 418 945
517 606 267
107 859 747
78 243 125
574 533 135
945 615 118
306 921 420
222 973 598
804 593 400
197 75 331
436 370 352
985 754 959
911 182 227
307 668 962
74 853 477
530 20 101
937 944 746
574 424 1
297 48 884
615 577 511
404 636 973
453 637 313
884 382 256
504 649 338
366 645 757
914 822 370
186 620 412
564 496 559
92 385 534
295 19 25
207 355 810
242 187 616
83 752 721
798 216 742
709 990 995
759 574 850
384 465 251
803 981 57
597 669 70
802 471 548
239 787 139
34 261 860
161 422 291
953 387 429
508 392 746
453 514 591
813 71 417
218 484 16
261 750 173
844 694 173
197 971 313
610 269 333
553 812 533
277 45 920
255 981 628
136 226 960
422 990 402
582 199 20
530 789 520
929 134 123
724 425 6
284 162 161
431 548 158
466 700 387
78 811 661
448 351 796
182 776 170
591 724 834
236 646 636
812 4 692
422 698 740
298 572 562
595 9 859
834 795 786
638 297 830
363 312 405
401 256 956
215 432 105
742 300 508
218 545 76
174 149 4
241 923 901
902 615 899
662 502 997
456 673 483
11 522 832
301 172 878
780 458 908
842 630 264
301 287 485
261 836 239
553 848 149
449 263 468
54 315 149
150 10 330
757 724 835
399 424 808
757 894 288
524 414 741
667 407 935
570 162 829
780 520 266
508 993 276
755 995 869
136 311 101
453 200 360
764 147 236
679 746 16
483 843 9
432 136 306
488 379 992
190 700 263
574 559 233
535 138 748
228 38 85
337 476 548
562 467 596
882 397 64
310 30 9
155 997 509
108 149 235
401 489 136
775 441 225
635 548 72
132 242 41
451 327 298
648 910 913
369 874 435
905 214 752

------ INPUT END --------
------ ANSWER START -----
179275

------ ANSWER END -------
< test(31) >
------ INPUT START ------
642
293 473 846
872 887 689
672 187 923
184 459 171
91 474 442
132 365 999
367 435 194
657 874 776
22 658 539
805 468 536
540 947 982
931 616 248
326 920 200
758 543 521
687 583 728
469 568 978
122 936 267
990 429 455
803 434 333
73 530 2
272 816 930
540 386 931
445 569 874
210 637 535
953 923 517
344 757 209
734 192 830
26 177 567
839 802 56
505 292 965
399 540 490
701 398 933
670 317 152
587 869 725
610 959 396
869 266 894
328 16 817
274 645 298
658 581 56
928 68 209
826 957 580
393 62 992
802 565 366
562 842 310
709 979 632
886 56 263
74 746 754
569 460 202
610 238 57
288 548 963
688 358 384
127 251 122
810 428 187
642 968 333
993 1000 675
477 622 122
602 55 224
528 625 31
883 145 541
853 810 473
276 111 736
233 146 65
586 173 227
408 401 385
672 129 216
203 142 852
11 908 796
866 836 57
256 348 630
721 446 235
136 927 169
83 459 812
46 595 985
219 29 55
555 215 41
470 379 645
220 212 558
134 396 933
507 560 731
157 324 880
654 723 851
120 880 194
280 149 358
383 734 712
158 57 370
120 649 823
452 16 783
539 240 441
883 82 920
557 211 576
225 31 674
411 684 928
806 27 307
9 415 269
393 35 63
171 639 585
830 931 142
371 862 656
312 913 996
913 754 527
305 696 330
76 699 836
119 760 288
313 290 70
379 863 534
997 374 639
475 49 686
491 975 919
352 477 388
389 384 232
849 626 655
516 756 189
692 589 437
768 954 826
681 905 800
339 335 663
413 229 420
883 492 977
591 295 970
918 94 665
189 867 934
481 335 925
367 153 19
544 468 499
804 588 464
43 435 492
708 828 412
247 444 985
843 480 594
487 105 449
85 805 266
820 383 983
748 705 593
526 18 378
224 816 690
488 724 951
32 457 945
559 727 377
71 568 247
496 737 997
52 749 602
34 513 30
10 376 886
414 683 498
394 173 896
550 417 108
651 931 291
196 147 713
58 909 604
298 525 419
299 122 803
334 524 245
654 92 592
826 173 594
409 784 65
476 671 214
77 565 4
792 211 181
991 437 341
897 395 274
816 467 605
507 880 730
249 22 715
491 148 659
339 751 36
758 169 433
347 950 539
484 157 903
239 386 234
320 267 316
512 842 132
210 675 970
395 34 920
448 710 23
674 168 59
532 17 461
108 774 649
788 364 476
641 798 825
336 230 256
965 580 946
855 241 631
784 21 397
860 593 937
325 692 936
7 549 469
611 222 148
612 162 471
343 89 646
840 864 645
778 178 449
780 72 129
486 794 85
134 920 131
888 415 567
173 956 746
623 10 358
756 376 263
